CodEntrega,CodVenta,Fecha_Envio,Fecha_Estimada,Fecha_Entrega_Real,Tiempo_Entrega,Costo_Total_Entrega,Entregado_A_Tiempo,Costo_Por_Km,Distancia_Recorrida_Km,CodProveedor,CodRango,CodEstado,CodAlmacen
8574,8574,2022-09-13,2022-09-17,2022-09-16,3 días,332.31,Si,16.02,20.74,2,1,3,14
8575,8575,2022-09-12,2022-09-16,2022-09-17,5 días,941.52,No,5.87,160.38,4,2,3,2
8576,8576,2022-09-12,2022-09-16,2022-09-15,3 días,528.52,Si,12.19,43.36,3,1,3,8
8577,8577,2022-09-13,2022-09-17,2022-09-15,2 días,285.12,Si,21.15,13.48,2,1,3,7
8578,8578,2022-09-13,2022-09-17,2022-09-20,7 días,474.48,No,13.31,35.64,3,1,3,7
8579,8579,2022-09-13,2022-09-17,2022-09-14,1 días,398.87,Si,12.88,30.98,2,1,3,11
8580,8580,2022-09-13,2022-09-17,,Pendiente,282.12,Pendiente,34.57,8.16,3,1,2,3
8581,8581,2022-09-13,2022-09-17,2022-09-14,1 días,364.16,Si,11.25,32.36,1,1,4,8
8582,8582,2022-09-14,2022-09-18,2022-09-19,5 días,301.65,No,27.55,10.95,3,1,3,8
8583,8583,2022-09-14,2022-09-18,2022-09-20,6 días,474.34,No,11.14,42.59,2,1,3,14
8584,8584,2022-09-14,2022-09-18,2022-09-17,3 días,339.59,Si,15.53,21.86,2,1,3,1
8585,8585,2022-09-14,2022-09-18,2022-09-17,3 días,402.73,Si,15.86,25.39,3,1,3,12
8586,8586,2022-09-14,2022-09-18,2022-09-16,2 días,298.29,Si,28.49,10.47,3,1,3,8
8587,8587,2022-09-15,2022-09-19,2022-09-19,4 días,379.82,Si,10.86,34.97,1,1,3,3
8588,8588,2022-09-13,2022-09-17,2022-09-15,2 días,712.48,Si,6.91,103.12,4,2,3,11
8589,8589,2022-09-14,2022-09-18,2022-09-18,4 días,557.15,Si,11.74,47.45,3,1,3,3
8590,8590,2022-09-14,2022-09-18,2022-09-21,7 días,1119.1,No,7.28,153.82,6,2,3,13
8591,8591,2022-09-16,2022-09-20,2022-09-23,7 días,498.7,No,12.75,39.1,3,1,3,1
8592,8592,2022-09-16,2022-09-20,2022-09-20,4 días,409.45,Si,15.54,26.35,3,1,3,8
8593,8593,2022-09-14,2022-09-18,2022-09-16,2 días,3065.22,Si,2.49,1232.61,7,3,3,8
8594,8594,2022-09-14,2022-09-18,2022-09-19,5 días,453.32,No,9.6,47.22,1,1,3,3
8595,8595,2022-09-14,2022-09-18,2022-09-19,5 días,306.41,No,26.35,11.63,3,1,3,15
8596,8596,2022-09-14,2022-09-18,,Pendiente,307.95,Pendiente,25.99,11.85,3,1,2,9
8597,8597,2022-09-15,2022-09-19,2022-09-22,7 días,445.08,No,14.16,31.44,3,1,3,6
8598,8598,2022-09-16,2022-09-20,2022-09-23,7 días,2016.52,No,3.3,611.53,8,3,3,6
8599,8599,2022-09-16,2022-09-20,2022-09-20,4 días,471.12,Si,13.4,35.16,3,1,3,1
8600,8600,2022-09-15,2022-09-19,2022-09-22,7 días,426.95,No,14.8,28.85,3,1,3,15
8601,8601,2022-09-15,2022-09-19,2022-09-17,2 días,1184.7,Si,7.1,166.94,6,2,3,11
8602,8602,2022-09-15,2022-09-19,2022-09-21,6 días,2955.4,No,2.9,1019.74,8,3,3,12
8603,8603,2022-09-16,2022-09-20,2022-09-19,3 días,232.4,Si,22.35,10.4,1,1,3,2
8604,8604,2022-09-16,2022-09-20,2022-09-20,4 días,379.17,Si,13.57,27.95,2,1,3,5
8605,8605,2022-09-15,2022-09-19,2022-09-17,2 días,455.86,Si,13.82,32.98,3,1,4,6
8606,8606,2022-09-14,2022-09-18,2022-09-20,6 días,547.0,No,11.89,46.0,3,1,3,4
8607,8607,2022-09-16,2022-09-20,2022-09-21,5 días,1436.28,No,5.06,284.07,4,2,3,4
8608,8608,2022-09-15,2022-09-19,2022-09-18,3 días,1703.06,Si,3.09,551.53,7,3,3,5
8609,8609,2022-09-15,2022-09-19,2022-09-16,1 días,397.83,Si,16.11,24.69,3,1,3,5
8610,8610,2022-09-16,2022-09-20,2022-09-17,1 días,429.26,Si,9.93,43.21,1,1,3,11
8611,8611,2022-09-15,2022-09-19,2022-09-20,5 días,1357.44,No,3.58,378.72,7,3,3,2
8612,8612,2022-09-15,2022-09-19,2022-09-21,6 días,388.1,No,16.66,23.3,3,1,3,1
8613,8613,2022-09-17,2022-09-21,2022-09-24,7 días,365.72,No,11.21,32.62,1,1,3,6
8614,8614,2022-09-16,2022-09-20,2022-09-23,7 días,1668.02,No,5.59,298.45,5,2,3,14
8615,8615,2022-09-17,2022-09-21,2022-09-18,1 días,391.04,Si,16.49,23.72,3,1,3,2
8616,8616,2022-09-16,2022-09-20,2022-09-20,4 días,257.66,Si,17.64,14.61,1,1,3,15
8617,8617,2022-09-15,2022-09-19,2022-09-17,2 días,405.92,Si,10.32,39.32,1,1,3,11
8618,8618,2022-09-17,2022-09-21,2022-09-22,5 días,515.03,No,10.54,48.85,2,1,4,1
8619,8619,2022-09-15,2022-09-19,2022-09-22,7 días,375.73,No,13.7,27.42,2,1,3,10
8620,8620,2022-09-15,2022-09-19,2022-09-20,5 días,936.7,No,7.98,117.34,6,2,3,9
8621,8621,2022-09-17,2022-09-21,2022-09-19,2 días,391.25,Si,16.47,23.75,3,1,3,4
8622,8622,2022-09-16,2022-09-20,2022-09-22,6 días,461.46,No,13.66,33.78,3,1,3,8
8623,8623,2022-09-17,2022-09-21,2022-09-18,1 días,448.6,Si,11.61,38.63,2,1,3,2
8624,8624,2022-09-18,2022-09-22,2022-09-24,6 días,293.42,No,14.26,20.57,1,1,3,2
8625,8625,2022-09-17,2022-09-21,2022-09-19,2 días,341.78,Si,11.94,28.63,1,1,3,12
8626,8626,2022-09-17,2022-09-21,2022-09-21,4 días,269.32,Si,24.37,11.05,2,1,3,9
8627,8627,2022-09-18,2022-09-22,2022-09-21,3 días,303.77,Si,18.58,16.35,2,1,3,4
8628,8628,2022-09-18,2022-09-22,2022-09-19,1 días,843.25,Si,8.55,98.65,6,2,3,4
8629,8629,2022-09-18,2022-09-22,2022-09-21,3 días,459.85,Si,13.71,33.55,3,1,3,14
8630,8630,2022-09-16,2022-09-20,2022-09-17,1 días,1842.02,Si,3.44,535.66,8,3,3,2
8631,8631,2022-09-16,2022-09-20,2022-09-19,3 días,295.56,Si,29.32,10.08,3,1,3,6
8632,8632,2022-09-17,2022-09-21,2022-09-20,3 días,1505.5,Si,6.51,231.1,6,2,3,12
8633,8633,2022-09-16,2022-09-20,,Pendiente,2883.24,Pendiente,2.53,1141.62,7,3,2,2
8634,8634,2022-09-18,2022-09-22,2022-09-20,2 días,968.5,Si,7.83,123.7,6,2,3,14
8635,8635,2022-09-18,2022-09-22,2022-09-22,4 días,1342.63,Si,5.94,226.14,5,2,3,4
8636,8636,2022-09-19,2022-09-23,2022-09-24,5 días,342.32,No,20.42,16.76,3,1,3,1
8637,8637,2022-09-18,2022-09-22,2022-09-25,7 días,231.32,No,22.63,10.22,1,1,3,5
8638,8638,2022-09-18,2022-09-22,2022-09-23,5 días,410.05,No,12.54,32.7,2,1,3,6
8639,8639,2022-09-18,2022-09-22,2022-09-23,5 días,1258.2,No,6.93,181.64,6,2,3,1
8640,8640,2022-09-18,2022-09-22,2022-09-20,2 días,488.83,Si,10.91,44.82,2,1,3,15
8641,8641,2022-09-18,2022-09-22,2022-09-24,6 días,520.16,No,10.48,49.64,2,1,3,6
8642,8642,2022-09-18,2022-09-22,2022-09-19,1 días,246.25,Si,32.83,7.5,2,1,3,14
8643,8643,2022-09-19,2022-09-23,2022-09-20,1 días,267.25,Si,24.91,10.73,2,1,3,9
8644,8644,2022-09-18,2022-09-22,2022-09-21,3 días,766.4,Si,6.57,116.6,4,2,3,10
8645,8645,2022-09-19,2022-09-23,2022-09-20,1 días,714.02,Si,8.26,86.45,5,2,3,1
8646,8646,2022-09-18,2022-09-22,,Pendiente,450.81,Pendiente,11.57,38.97,2,1,1,7
8647,8647,2022-09-17,2022-09-21,2022-09-22,5 días,265.94,No,25.26,10.53,2,1,4,7
8648,8648,2022-09-18,2022-09-22,2022-09-23,5 días,323.6,No,12.64,25.6,1,1,3,7
8649,8649,2022-09-19,2022-09-23,2022-09-25,6 días,1160.34,No,6.25,185.63,5,2,3,10
8650,8650,2022-09-19,2022-09-23,2022-09-23,4 días,382.75,Si,13.43,28.5,2,1,3,1
8651,8651,2022-09-20,2022-09-24,2022-09-27,7 días,412.91,No,12.46,33.14,2,1,3,1
8652,8652,2022-09-19,2022-09-23,2022-09-24,5 días,504.69,No,10.68,47.26,2,1,3,15
8653,8653,2022-09-20,2022-09-24,,Pendiente,571.5,Pendiente,11.55,49.5,3,1,2,11
8654,8654,2022-09-18,2022-09-22,2022-09-21,3 días,272.12,Si,15.99,17.02,1,1,3,8
8655,8655,2022-09-20,2022-09-24,2022-09-23,3 días,275.3,Si,15.69,17.55,1,1,3,9
8656,8656,2022-09-19,2022-09-23,2022-09-21,2 días,439.52,Si,9.78,44.92,1,1,3,2
8657,8657,2022-09-20,2022-09-24,2022-09-26,6 días,207.5,No,33.2,6.25,1,1,3,6
8658,8658,2022-09-20,2022-09-24,2022-09-25,5 días,417.26,No,12.34,33.81,2,1,3,4
8659,8659,2022-09-21,2022-09-25,2022-09-23,2 días,358.63,Si,14.47,24.79,2,1,3,15
8660,8660,2022-09-20,2022-09-24,,Pendiente,469.98,Pendiente,11.21,41.92,2,1,1,8
8661,8661,2022-09-19,2022-09-23,,Pendiente,218.54,Pendiente,27.01,8.09,1,1,1,7
8662,8662,2022-09-21,2022-09-25,2022-09-26,5 días,291.88,No,20.1,14.52,2,1,3,9
8663,8663,2022-09-21,2022-09-25,2022-09-25,4 días,474.9,Si,13.3,35.7,3,1,3,3
8664,8664,2022-09-21,2022-09-25,2022-09-27,6 días,1767.7,No,6.23,283.54,6,2,3,14
8665,8665,2022-09-19,2022-09-23,2022-09-25,6 días,291.74,No,14.38,20.29,1,1,3,9
8666,8666,2022-09-22,2022-09-26,2022-09-29,7 días,387.05,No,16.72,23.15,3,1,3,9
8667,8667,2022-09-22,2022-09-26,,Pendiente,759.76,Pendiente,6.61,114.94,4,2,1,15
8668,8668,2022-09-20,2022-09-24,2022-09-27,7 días,373.33,No,13.8,27.05,2,1,3,15
8669,8669,2022-09-21,2022-09-25,2022-09-22,1 días,1052.96,Si,5.59,188.24,4,2,3,4
8670,8670,2022-09-20,2022-09-24,2022-09-21,1 días,201.26,Si,38.63,5.21,1,1,4,4
8671,8671,2022-09-21,2022-09-25,2022-09-25,4 días,253.4,Si,29.47,8.6,2,1,3,14
8672,8672,2022-09-20,2022-09-24,2022-09-27,7 días,372.22,No,13.85,26.88,2,1,3,3
8673,8673,2022-09-20,2022-09-24,2022-09-27,7 días,426.74,No,14.81,28.82,3,1,3,3
8674,8674,2022-09-20,2022-09-24,2022-09-21,1 días,445.1,Si,9.71,45.85,1,1,3,6
8675,8675,2022-09-20,2022-09-24,2022-09-25,5 días,480.36,No,13.17,36.48,3,1,3,14
8676,8676,2022-09-21,2022-09-25,2022-09-26,5 días,358.49,No,18.8,19.07,3,1,4,8
8677,8677,2022-09-22,2022-09-26,2022-09-25,3 días,2276.96,Si,2.72,838.48,7,3,3,3
8678,8678,2022-09-22,2022-09-26,2022-09-29,7 días,243.86,No,19.81,12.31,1,1,3,14
8679,8679,2022-09-23,2022-09-27,2022-09-25,2 días,355.16,Si,11.51,30.86,1,1,3,2
8680,8680,2022-09-23,2022-09-27,2022-09-26,3 días,366.82,Si,18.11,20.26,3,1,3,12
8681,8681,2022-09-21,2022-09-25,2022-09-24,3 días,355.51,Si,14.62,24.31,2,1,3,12
8682,8682,2022-09-22,2022-09-26,2022-09-29,7 días,750.0,No,9.38,80.0,6,2,3,1
8683,8683,2022-09-22,2022-09-26,,Pendiente,201.44,Pendiente,38.44,5.24,1,1,1,1
8684,8684,2022-09-22,2022-09-26,2022-09-29,7 días,384.57,No,13.36,28.78,2,1,4,1
8685,8685,2022-09-23,2022-09-27,2022-09-26,3 días,387.5,Si,10.69,36.25,1,1,3,6
8686,8686,2022-09-23,2022-09-27,,Pendiente,282.54,Pendiente,34.37,8.22,3,1,1,7
8687,8687,2022-09-23,2022-09-27,2022-09-25,2 días,1020.8,Si,7.61,134.16,6,2,3,5
8688,8688,2022-09-21,2022-09-25,2022-09-23,2 días,310.73,Si,17.84,17.42,2,1,3,14
8689,8689,2022-09-23,2022-09-27,2022-09-26,3 días,444.04,Si,11.71,37.93,2,1,3,6
8690,8690,2022-09-22,2022-09-26,2022-09-29,7 días,2450.48,No,3.06,800.21,8,3,3,15
8691,8691,2022-09-23,2022-09-27,2022-09-28,5 días,480.12,No,11.04,43.48,2,1,3,14
8692,8692,2022-09-23,2022-09-27,2022-09-26,3 días,1266.08,Si,5.24,241.52,4,2,3,14
8693,8693,2022-09-23,2022-09-27,2022-09-27,4 días,281.06,Si,15.18,18.51,1,1,3,6
8694,8694,2022-09-22,2022-09-26,2022-09-23,1 días,331.05,Si,21.85,15.15,3,1,3,1
8695,8695,2022-09-24,2022-09-28,2022-09-29,5 días,504.72,No,9.86,51.18,4,2,3,13
8696,8696,2022-09-24,2022-09-28,2022-09-26,2 días,566.7,Si,10.55,53.71,5,2,3,6
8697,8697,2022-09-24,2022-09-28,2022-09-29,5 días,310.16,No,13.28,23.36,1,1,3,4
8698,8698,2022-09-24,2022-09-28,2022-09-28,4 días,557.6,Si,8.66,64.4,4,2,3,3
8699,8699,2022-09-23,2022-09-27,2022-09-24,1 días,1534.45,Si,6.48,236.89,6,2,3,8
8700,8700,2022-09-24,2022-09-28,2022-09-29,5 días,260.55,No,26.86,9.7,2,1,3,12
8701,8701,2022-09-23,2022-09-27,2022-09-29,6 días,428.24,No,9.95,43.04,1,1,3,1
8702,8702,2022-09-23,2022-09-27,2022-09-25,2 días,1200.07,Si,6.17,194.46,5,2,3,4
8703,8703,2022-09-25,2022-09-29,2022-09-29,4 días,539.79,Si,12.0,44.97,3,1,3,15
8704,8704,2022-09-23,2022-09-27,2022-09-25,2 días,452.36,Si,13.93,32.48,3,1,3,12
8705,8705,2022-09-25,2022-09-29,2022-09-29,4 días,308.02,Si,25.97,11.86,3,1,3,2
8706,8706,2022-09-24,2022-09-28,2022-09-29,5 días,1256.8,No,5.25,239.2,4,2,3,8
8707,8707,2022-09-25,2022-09-29,2022-09-27,2 días,405.98,Si,10.32,39.33,1,1,3,9
8708,8708,2022-09-25,2022-09-29,2022-09-29,4 días,995.68,Si,5.72,173.92,4,2,3,2
8709,8709,2022-09-25,2022-09-29,2022-09-28,3 días,432.32,Si,9.89,43.72,1,1,3,3
8710,8710,2022-09-25,2022-09-29,2022-09-27,2 días,317.36,Si,17.21,18.44,2,1,3,14
8711,8711,2022-09-24,2022-09-28,2022-10-01,7 días,1443.95,No,6.6,218.79,6,2,3,11
8712,8712,2022-09-24,2022-09-28,2022-10-01,7 días,242.54,No,35.0,6.93,2,1,3,8
8713,8713,2022-09-24,2022-09-28,2022-09-28,4 días,410.12,Si,10.25,40.02,1,1,3,2
8714,8714,2022-09-24,2022-09-28,2022-09-30,6 días,467.83,No,13.49,34.69,3,1,3,3
8715,8715,2022-09-23,2022-09-27,2022-09-28,5 días,263.21,No,26.03,10.11,2,1,3,15
8716,8716,2022-09-25,2022-09-29,2022-10-02,7 días,586.27,No,10.1,58.06,5,2,4,6
8717,8717,2022-09-24,2022-09-28,2022-10-01,7 días,903.75,No,8.16,110.75,6,2,3,7
8718,8718,2022-09-25,2022-09-29,2022-09-28,3 días,1964.64,Si,2.88,682.32,7,3,3,3
8719,8719,2022-09-23,2022-09-27,,Pendiente,372.07,Pendiente,17.71,21.01,3,1,1,7
8720,8720,2022-09-25,2022-09-29,2022-09-27,2 días,308.58,Si,18.06,17.09,2,1,3,6
8721,8721,2022-09-25,2022-09-29,2022-10-02,7 días,1598.8,No,3.2,499.4,7,3,3,14
8722,8722,2022-09-25,2022-09-29,2022-10-02,7 días,285.08,No,14.86,19.18,1,1,3,15
8723,8723,2022-09-24,2022-09-28,2022-09-27,3 días,501.5,Si,12.7,39.5,3,1,3,12
8724,8724,2022-09-26,2022-09-30,2022-10-03,7 días,573.46,No,11.52,49.78,3,1,3,13
8725,8725,2022-09-26,2022-09-30,2022-10-01,5 días,430.1,No,9.92,43.35,1,1,3,1
8726,8726,2022-09-25,2022-09-29,2022-09-30,5 días,241.34,No,20.3,11.89,1,1,3,14
8727,8727,2022-09-24,2022-09-28,2022-09-25,1 días,406.51,Si,15.68,25.93,3,1,3,10
8728,8728,2022-09-27,2022-10-01,2022-10-02,5 días,280.51,No,35.37,7.93,3,1,3,1
8729,8729,2022-09-26,2022-09-30,2022-09-28,2 días,236.24,Si,21.4,11.04,1,1,3,3
8730,8730,2022-09-27,2022-10-01,2022-09-28,1 días,363.02,Si,11.28,32.17,1,1,4,1
8731,8731,2022-09-25,2022-09-29,2022-09-30,5 días,238.65,No,37.7,6.33,2,1,3,12
8732,8732,2022-09-26,2022-09-30,2022-09-30,4 días,303.47,Si,27.07,11.21,3,1,3,14
8733,8733,2022-09-25,2022-09-29,2022-10-01,6 días,205.34,No,34.86,5.89,1,1,3,6
8734,8734,2022-09-25,2022-09-29,2022-09-27,2 días,452.06,Si,9.62,47.01,1,1,3,6
8735,8735,2022-09-27,2022-10-01,,Pendiente,1309.96,Pendiente,4.3,304.33,8,3,1,13
8736,8736,2022-09-27,2022-10-01,2022-09-30,3 días,1460.52,Si,5.03,290.13,4,2,3,14
8737,8737,2022-09-26,2022-09-30,2022-10-02,6 días,1316.6,No,5.18,254.15,4,2,3,8
8738,8738,2022-09-28,2022-10-02,2022-10-02,4 días,334.48,Si,21.39,15.64,3,1,3,6
8739,8739,2022-09-27,2022-10-01,2022-09-28,1 días,310.34,Si,13.27,23.39,1,1,3,2
8740,8740,2022-09-27,2022-10-01,2022-10-01,4 días,349.4,Si,11.69,29.9,1,1,3,11
8741,8741,2022-09-26,2022-09-30,,Pendiente,361.64,Pendiente,11.32,31.94,1,1,1,6
8742,8742,2022-09-28,2022-10-02,2022-10-04,6 días,286.22,No,14.78,19.37,1,1,3,1
8743,8743,2022-09-26,2022-09-30,2022-10-02,6 días,860.2,No,6.14,140.05,4,2,3,13
8744,8744,2022-09-27,2022-10-01,2022-10-01,4 días,354.74,Si,14.66,24.19,2,1,3,8
8745,8745,2022-09-29,2022-10-03,,Pendiente,372.92,Pendiente,11.03,33.82,1,1,1,3
8746,8746,2022-09-27,2022-10-01,2022-10-04,7 días,276.87,No,37.36,7.41,3,1,3,15
8747,8747,2022-09-28,2022-10-02,2022-10-02,4 días,497.8,Si,10.77,46.2,2,1,3,12
8748,8748,2022-09-29,2022-10-03,2022-10-05,6 días,365.98,No,18.17,20.14,3,1,3,7
8749,8749,2022-09-29,2022-10-03,2022-10-05,6 días,549.52,No,11.85,46.36,3,1,3,14
8750,8750,2022-09-29,2022-10-03,2022-10-05,6 días,372.07,No,17.71,21.01,3,1,3,10
8751,8751,2022-09-27,2022-10-01,2022-09-28,1 días,363.44,Si,14.24,25.53,2,1,3,6
8752,8752,2022-09-29,2022-10-03,2022-10-05,6 días,442.16,No,9.75,45.36,1,1,4,3
8753,8753,2022-09-28,2022-10-02,2022-10-02,4 días,572.97,Si,11.53,49.71,3,1,3,12
8754,8754,2022-09-28,2022-10-02,2022-09-29,1 días,232.66,Si,43.01,5.41,2,1,3,6
8755,8755,2022-09-29,2022-10-03,2022-10-03,4 días,426.56,Si,12.1,35.24,2,1,3,4
8756,8756,2022-09-28,2022-10-02,2022-10-03,5 días,1514.8,No,6.5,232.96,6,2,3,8
8757,8757,2022-09-28,2022-10-02,,Pendiente,325.88,Pendiente,16.5,19.75,2,1,1,2
8758,8758,2022-09-30,2022-10-04,2022-10-04,4 días,398.74,Si,16.07,24.82,3,1,3,8
8759,8759,2022-09-29,2022-10-03,2022-10-05,6 días,306.62,No,13.47,22.77,1,1,3,15
8760,8760,2022-09-28,2022-10-02,2022-10-04,6 días,475.11,No,13.3,35.73,3,1,3,12
8761,8761,2022-09-29,2022-10-03,2022-10-03,4 días,433.88,Si,14.54,29.84,3,1,3,1
8762,8762,2022-09-29,2022-10-03,2022-10-05,6 días,306.18,No,18.31,16.72,2,1,3,6
8763,8763,2022-09-28,2022-10-02,2022-10-04,6 días,304.94,No,18.45,16.53,2,1,4,15
8764,8764,2022-09-29,2022-10-03,2022-10-05,6 días,304.87,No,26.72,11.41,3,1,4,14
8765,8765,2022-09-30,2022-10-04,2022-10-07,7 días,248.36,No,19.02,13.06,1,1,3,9
8766,8766,2022-09-28,2022-10-02,2022-09-30,2 días,502.35,Si,10.71,46.9,2,1,3,14
8767,8767,2022-09-30,2022-10-04,2022-10-03,3 días,879.31,Si,7.14,123.18,5,2,3,8
8768,8768,2022-09-28,2022-10-02,2022-10-02,4 días,399.92,Si,10.44,38.32,1,1,3,14
8769,8769,2022-09-28,2022-10-02,2022-10-03,5 días,1101.04,No,5.5,200.26,4,2,3,14
8770,8770,2022-09-30,2022-10-04,2022-10-01,1 días,249.31,Si,31.28,7.97,2,1,3,14
8771,8771,2022-09-29,2022-10-03,2022-10-03,4 días,2257.01,Si,3.15,716.09,8,3,3,11
8772,8772,2022-09-30,2022-10-04,2022-10-02,2 días,292.76,Si,30.24,9.68,3,1,3,4
8773,8773,2022-10-01,2022-10-05,2022-10-04,3 días,1316.64,Si,3.67,358.32,7,3,3,3
8774,8774,2022-09-30,2022-10-04,2022-10-01,1 días,379.88,Si,10.86,34.98,1,1,3,6
8775,8775,2022-09-30,2022-10-04,2022-10-05,5 días,506.84,No,10.65,47.59,2,1,3,14
8776,8776,2022-09-30,2022-10-04,2022-10-02,2 días,572.13,Si,11.54,49.59,3,1,3,12
8777,8777,2022-09-30,2022-10-04,2022-10-03,3 días,390.23,Si,13.16,29.65,2,1,3,6
8778,8778,2022-09-29,2022-10-03,2022-10-04,5 días,666.19,No,8.79,75.82,5,2,3,2
8779,8779,2022-10-01,2022-10-05,2022-10-04,3 días,1418.28,Si,5.84,242.95,5,2,3,8
8780,8780,2022-10-01,2022-10-05,2022-10-03,2 días,274.63,Si,38.73,7.09,3,1,3,7
8781,8781,2022-09-29,2022-10-03,2022-10-01,2 días,528.94,Si,12.18,43.42,3,1,3,3
8782,8782,2022-09-29,2022-10-03,2022-10-03,4 días,477.35,Si,13.24,36.05,3,1,3,9
8783,8783,2022-09-30,2022-10-04,2022-10-05,5 días,467.41,No,13.5,34.63,3,1,3,6
8784,8784,2022-10-01,2022-10-05,2022-10-03,2 días,434.48,Si,9.86,44.08,1,1,3,6
8785,8785,2022-10-01,2022-10-05,2022-10-05,4 días,379.64,Si,10.87,34.94,1,1,4,9
8786,8786,2022-10-01,2022-10-05,2022-10-03,2 días,301.16,Si,13.78,21.86,1,1,3,14
8787,8787,2022-09-30,2022-10-04,2022-10-01,1 días,278.36,Si,15.41,18.06,1,1,4,14
8788,8788,2022-09-30,2022-10-04,2022-10-03,3 días,442.94,Si,9.74,45.49,1,1,3,14
8789,8789,2022-09-30,2022-10-04,2022-10-01,1 días,339.32,Si,12.02,28.22,1,1,3,15
8790,8790,2022-10-01,2022-10-05,2022-10-06,5 días,320.15,No,16.97,18.87,2,1,3,14
8791,8791,2022-09-30,2022-10-04,2022-10-03,3 días,386.7,Si,16.74,23.1,3,1,3,7
8792,8792,2022-10-02,2022-10-06,2022-10-07,5 días,410.18,No,12.54,32.72,2,1,3,14
8793,8793,2022-09-30,2022-10-04,2022-10-01,1 días,384.7,Si,13.36,28.8,2,1,3,6
8794,8794,2022-10-01,2022-10-05,2022-10-04,3 días,445.34,Si,9.7,45.89,1,1,3,4
8795,8795,2022-09-30,2022-10-04,2022-10-02,2 días,349.53,Si,14.94,23.39,2,1,3,6
8796,8796,2022-10-02,2022-10-06,2022-10-08,6 días,298.52,No,13.94,21.42,1,1,3,6
8797,8797,2022-10-02,2022-10-06,2022-10-03,1 días,380.36,Si,10.85,35.06,1,1,3,8
8798,8798,2022-10-01,2022-10-05,2022-10-03,2 días,499.61,Si,12.74,39.23,3,1,3,1
8799,8799,2022-09-30,2022-10-04,2022-10-04,4 días,702.4,Si,6.98,100.6,4,2,3,3
8800,8800,2022-10-02,2022-10-06,2022-10-04,2 días,401.79,Si,12.78,31.43,2,1,3,12
8801,8801,2022-09-30,2022-10-04,2022-10-07,7 días,323.12,No,12.66,25.52,1,1,3,15
8802,8802,2022-10-03,2022-10-07,2022-10-05,2 días,972.7,Si,7.81,124.54,6,2,3,8
8803,8803,2022-10-01,2022-10-05,2022-10-02,1 días,339.32,Si,12.02,28.22,1,1,3,6
8804,8804,2022-10-01,2022-10-05,2022-10-05,4 días,367.31,Si,18.07,20.33,3,1,3,1
8805,8805,2022-10-01,2022-10-05,2022-10-07,6 días,702.37,No,8.38,83.86,5,2,3,6
8806,8806,2022-10-03,2022-10-07,2022-10-07,4 días,439.04,Si,9.79,44.84,1,1,3,8
8807,8807,2022-10-03,2022-10-07,2022-10-06,3 días,630.01,Si,9.29,67.78,5,2,3,2
8808,8808,2022-10-01,2022-10-05,2022-10-02,1 días,420.56,Si,10.07,41.76,1,1,3,8
8809,8809,2022-10-02,2022-10-06,2022-10-05,3 días,219.14,Si,26.76,8.19,1,1,3,6
8810,8810,2022-10-01,2022-10-05,2022-10-07,6 días,260.48,No,17.27,15.08,1,1,3,13
8811,8811,2022-10-03,2022-10-07,2022-10-05,2 días,464.24,Si,9.47,49.04,1,1,3,13
8812,8812,2022-10-03,2022-10-07,2022-10-05,2 días,2910.76,Si,2.52,1155.38,7,3,3,8
8813,8813,2022-10-01,2022-10-05,2022-10-02,1 días,257.24,Si,17.69,14.54,1,1,3,12
8814,8814,2022-10-03,2022-10-07,2022-10-07,4 días,377.25,Si,17.34,21.75,3,1,3,9
8815,8815,2022-10-01,2022-10-05,2022-10-05,4 días,341.41,Si,20.53,16.63,3,1,3,1
8816,8816,2022-10-04,2022-10-08,2022-10-09,5 días,462.86,No,9.48,48.81,1,1,3,15
8817,8817,2022-10-03,2022-10-07,2022-10-09,6 días,514.45,No,12.44,41.35,3,1,3,3
8818,8818,2022-10-02,2022-10-06,2022-10-05,3 días,200.42,Si,39.53,5.07,1,1,3,14
8819,8819,2022-10-02,2022-10-06,2022-10-07,5 días,431.12,No,9.91,43.52,1,1,3,7
8820,8820,2022-10-03,2022-10-07,2022-10-10,7 días,256.4,No,17.81,14.4,1,1,3,4
8821,8821,2022-10-04,2022-10-08,2022-10-06,2 días,498.12,Si,10.77,46.25,2,1,3,12
8822,8822,2022-10-04,2022-10-08,2022-10-06,2 días,465.45,Si,13.55,34.35,3,1,3,4
8823,8823,2022-10-04,2022-10-08,2022-10-09,5 días,536.64,No,12.05,44.52,3,1,3,14
8824,8824,2022-10-04,2022-10-08,2022-10-11,7 días,472.58,No,11.17,42.32,2,1,3,8
8825,8825,2022-10-04,2022-10-08,2022-10-07,3 días,226.04,Si,24.2,9.34,1,1,3,6
8826,8826,2022-10-04,2022-10-08,2022-10-10,6 días,318.53,No,17.11,18.62,2,1,3,12
8827,8827,2022-10-04,2022-10-08,,Pendiente,345.08,Pendiente,11.83,29.18,1,1,1,15
8828,8828,2022-10-02,2022-10-06,2022-10-03,1 días,258.27,Si,27.62,9.35,2,1,3,3
8829,8829,2022-10-03,2022-10-07,2022-10-05,2 días,309.7,Si,25.6,12.1,3,1,3,15
8830,8830,2022-10-04,2022-10-08,2022-10-09,5 días,274.07,No,23.27,11.78,2,1,3,3
8831,8831,2022-10-05,2022-10-09,2022-10-06,1 días,431.36,Si,9.9,43.56,1,1,4,14
