SK_Cliente,SK_Producto,SK_Tienda,FechaVenta,Cantidad,PrecioVenta
82,43,11,2022-05-07 08:35:14,1,1615.65
95,32,14,2022-05-07 15:24:09,2,412.69
71,17,8,2022-05-07 18:45:44,2,1886.19
1,9,14,2022-05-07 14:11:56,1,1779.28
94,63,9,2022-05-07 11:46:30,1,1957.6
82,47,14,2022-05-08 17:56:52,1,630.41
42,55,7,2022-05-08 15:50:30,2,808.3
92,11,3,2022-05-08 17:54:14,1,1869.4
60,62,12,2022-05-08 11:17:18,2,2059.04
96,49,12,2022-05-08 19:58:10,2,464.47
19,40,10,2022-05-08 16:56:00,1,492.29
44,9,2,2022-05-08 11:42:23,1,1950.69
96,67,9,2022-05-09 12:56:26,1,1832.13
26,34,12,2022-05-09 20:35:34,1,377.06
82,22,7,2022-05-09 09:05:46,5,1525.24
39,28,2,2022-05-09 11:30:30,2,422.86
40,29,5,2022-05-09 18:46:39,5,386.92
33,4,10,2022-05-09 14:48:58,1,1851.58
100,76,5,2022-05-09 16:18:22,1,1970.91
21,23,15,2022-05-09 15:26:31,1,1215.98
36,75,2,2022-05-09 10:32:29,1,1331.41
15,62,3,2022-05-09 11:05:22,1,2011.29
71,17,8,2022-05-09 11:10:08,1,2093.24
8,53,14,2022-05-09 18:39:47,2,760.74
96,54,13,2022-05-09 15:48:17,2,700.87
68,63,2,2022-05-10 09:37:28,1,2144.23
50,69,9,2022-05-10 14:27:09,1,1998.15
19,27,8,2022-05-10 14:02:14,1,604.26
96,35,15,2022-05-10 20:37:24,1,317.75
28,7,7,2022-05-10 14:57:49,1,2969.12
92,31,11,2022-05-10 12:25:30,4,393.06
2,31,12,2022-05-10 12:07:52,1,392.44
72,56,5,2022-05-10 14:32:20,2,1004.92
57,76,4,2022-05-10 08:23:22,2,1938.55
44,57,14,2022-05-10 17:46:57,2,314.9
11,2,13,2022-05-10 08:24:51,2,2157.69
48,73,11,2022-05-10 11:04:40,2,1682.78
97,57,2,2022-05-10 10:42:38,1,332.35
71,65,4,2022-05-11 18:33:43,1,1627.17
33,17,15,2022-05-11 13:07:03,1,2134.71
56,14,14,2022-05-11 15:54:43,3,1394.23
63,75,4,2022-05-11 19:01:54,2,1362.37
91,60,3,2022-05-11 12:58:01,3,265.0
62,4,6,2022-05-11 16:47:34,1,1789.71
53,44,9,2022-05-11 17:22:03,1,1412.93
34,42,2,2022-05-11 19:17:55,1,1490.31
99,67,3,2022-05-11 09:57:48,2,1793.95
19,47,12,2022-05-11 13:56:46,1,597.95
88,26,11,2022-05-11 15:24:09,2,558.9
1,23,14,2022-05-11 11:04:53,1,1261.3
75,61,8,2022-05-11 12:08:26,1,2175.49
56,37,14,2022-05-12 18:35:16,1,449.09
30,51,4,2022-05-12 08:01:13,1,427.38
83,51,13,2022-05-12 16:16:02,1,388.2
98,54,2,2022-05-12 13:30:29,1,710.04
65,23,3,2022-05-12 18:04:00,1,1100.7
65,29,9,2022-05-12 15:40:21,2,412.55
52,8,7,2022-05-12 15:57:15,1,2699.09
14,25,15,2022-05-12 18:54:55,1,433.58
42,54,13,2022-05-12 09:31:31,3,768.68
52,14,1,2022-05-12 18:30:55,2,1449.3
19,11,5,2022-05-12 09:40:33,1,1762.03
87,39,15,2022-05-12 10:14:24,1,456.47
18,66,8,2022-05-12 19:20:03,2,1268.87
76,38,7,2022-05-12 14:44:46,2,354.81
30,41,9,2022-05-12 10:41:07,2,1511.8
62,49,8,2022-05-12 15:59:32,1,485.95
84,15,10,2022-05-12 08:39:49,3,1531.03
46,46,1,2022-05-13 16:20:28,1,610.6
65,76,9,2022-05-13 18:38:52,2,1767.13
88,37,6,2022-05-13 17:28:00,1,409.72
47,64,4,2022-05-13 17:17:26,1,2074.7
34,15,10,2022-05-13 18:14:37,1,1429.61
100,23,11,2022-05-13 17:11:26,3,1205.71
64,31,10,2022-05-13 09:37:33,1,430.18
94,5,4,2022-05-13 10:08:19,1,2239.35
56,74,14,2022-05-13 10:00:03,1,1788.46
16,48,2,2022-05-13 16:24:21,1,630.61
49,68,3,2022-05-13 15:20:16,1,1734.55
67,59,2,2022-05-13 14:02:39,1,328.31
58,12,5,2022-05-13 09:46:51,3,1809.02
95,35,6,2022-05-13 13:19:03,5,325.18
24,57,1,2022-05-13 17:13:34,2,319.82
83,34,10,2022-05-13 08:48:23,2,356.29
74,5,14,2022-05-13 11:51:05,5,2408.0
91,54,12,2022-05-14 12:13:57,4,685.23
90,16,1,2022-05-14 17:18:22,1,1560.82
69,60,3,2022-05-14 20:35:12,1,269.53
14,10,15,2022-05-14 15:10:46,1,1755.17
93,61,15,2022-05-14 12:48:24,1,2173.05
33,26,7,2022-05-14 12:53:20,1,540.24
66,1,13,2022-05-14 15:36:14,1,2274.7
91,9,5,2022-05-14 14:33:24,1,1712.72
8,9,7,2022-05-14 11:39:44,1,1819.33
25,13,4,2022-05-14 17:56:05,2,1587.03
10,49,3,2022-05-14 20:29:50,1,463.59
54,4,9,2022-05-14 11:32:38,2,1794.64
79,47,12,2022-05-14 09:27:55,3,583.0
4,1,6,2022-05-14 14:00:49,5,2167.76
100,33,8,2022-05-14 08:22:22,1,266.0
79,45,8,2022-05-14 18:38:56,3,658.93
64,63,10,2022-05-14 12:43:09,1,2133.34
99,19,12,2022-05-14 11:51:22,2,2140.96
81,28,10,2022-05-14 20:20:47,1,453.33
30,50,8,2022-05-14 17:23:20,1,459.11
75,59,13,2022-05-15 09:40:20,3,301.01
67,59,2,2022-05-15 11:09:02,1,305.46
24,35,14,2022-05-15 11:26:53,1,312.08
34,8,10,2022-05-15 14:28:48,1,2951.9
94,1,5,2022-05-15 14:17:06,1,2141.25
4,18,11,2022-05-15 11:37:02,1,1965.09
93,27,12,2022-05-15 19:04:19,1,648.88
85,13,6,2022-05-15 10:01:57,1,1501.7
31,36,6,2022-05-15 14:03:20,1,399.05
30,68,11,2022-05-16 17:25:43,3,1767.53
80,17,11,2022-05-16 10:34:55,1,1901.04
18,34,1,2022-05-16 11:53:41,1,347.99
49,70,4,2022-05-16 14:47:13,2,2251.62
63,41,4,2022-05-16 09:49:51,1,1560.12
99,3,12,2022-05-16 08:54:48,3,2192.14
37,74,13,2022-05-16 09:00:37,4,1770.15
3,22,8,2022-05-16 20:14:50,2,1440.86
55,22,13,2022-05-16 19:49:41,1,1450.81
90,23,12,2022-05-16 08:56:26,1,1104.76
5,7,6,2022-05-16 13:55:51,1,2631.74
78,58,7,2022-05-17 11:38:59,2,215.83
45,11,11,2022-05-17 15:49:12,1,1949.97
6,72,5,2022-05-17 18:08:07,3,2414.86
51,24,14,2022-05-17 20:32:09,1,1455.47
74,53,8,2022-05-17 10:07:09,1,728.92
94,17,10,2022-05-17 10:07:46,4,1936.9
75,31,11,2022-05-17 15:32:11,1,408.56
25,64,2,2022-05-17 12:39:33,2,2132.0
30,68,9,2022-05-17 09:58:42,1,1848.92
69,61,7,2022-05-17 15:30:35,4,2106.74
8,7,7,2022-05-17 19:34:13,3,2944.81
45,73,11,2022-05-17 09:20:33,3,1712.03
18,63,11,2022-05-17 12:15:13,4,1913.32
10,75,7,2022-05-17 15:32:25,5,1462.25
57,4,8,2022-05-17 12:57:27,1,1864.97
82,65,3,2022-05-17 12:04:44,1,1711.91
17,5,5,2022-05-18 10:52:51,1,2517.07
96,20,2,2022-05-18 10:54:24,1,1990.09
33,34,5,2022-05-18 14:51:05,1,345.6
82,57,10,2022-05-18 09:49:53,1,332.35
83,13,6,2022-05-18 10:37:17,1,1624.59
2,37,14,2022-05-18 19:30:22,3,420.94
89,3,13,2022-05-18 17:26:18,2,1925.16
73,17,14,2022-05-18 09:11:08,4,2126.36
58,10,11,2022-05-18 20:46:59,1,1969.24
41,45,7,2022-05-18 10:34:15,3,594.67
50,10,4,2022-05-18 15:59:28,1,1785.22
22,55,3,2022-05-18 11:05:48,1,803.38
28,48,11,2022-05-18 19:21:45,1,627.42
11,75,9,2022-05-18 15:55:49,3,1318.75
76,74,8,2022-05-18 15:49:25,2,1836.94
33,74,4,2022-05-18 14:58:59,2,1686.9
16,75,1,2022-05-19 13:24:20,1,1330.7
91,39,4,2022-05-19 10:36:22,1,480.34
1,68,6,2022-05-19 16:03:26,1,1970.22
94,10,14,2022-05-19 15:55:41,1,1936.73
6,60,3,2022-05-19 15:25:43,4,281.58
12,52,9,2022-05-19 08:06:45,1,440.78
73,63,9,2022-05-19 15:12:26,2,2165.16
81,55,13,2022-05-20 13:34:21,1,774.53
13,30,7,2022-05-20 15:00:28,1,327.72
87,1,6,2022-05-20 16:46:29,1,2152.64
20,1,9,2022-05-20 18:42:52,1,2158.47
73,65,13,2022-05-20 10:40:00,1,1580.13
10,44,1,2022-05-20 20:46:04,1,1417.74
88,14,11,2022-05-20 14:28:59,1,1361.08
69,47,1,2022-05-20 15:28:28,3,643.2
56,28,14,2022-05-20 12:28:35,1,458.62
35,19,7,2022-05-20 14:07:46,5,1954.98
7,26,4,2022-05-20 12:46:15,1,519.82
42,45,3,2022-05-20 19:22:42,2,644.49
5,63,2,2022-05-20 08:47:52,1,2048.7
96,46,12,2022-05-20 09:28:16,1,681.95
37,8,2,2022-05-21 15:15:27,2,2890.62
60,74,6,2022-05-21 16:18:41,1,1868.53
76,70,14,2022-05-21 14:04:44,1,2258.23
17,17,4,2022-05-21 11:57:49,2,2061.36
34,65,7,2022-05-21 13:10:39,1,1520.93
88,66,7,2022-05-21 12:31:06,1,1336.82
31,4,10,2022-05-21 10:42:54,3,1729.23
65,72,7,2022-05-21 14:05:42,4,2180.52
81,65,7,2022-05-21 18:59:54,5,1702.09
35,37,8,2022-05-21 10:19:34,3,417.88
10,20,5,2022-05-21 09:04:43,1,2198.34
22,52,1,2022-05-22 14:25:12,1,487.21
54,10,5,2022-05-22 15:57:45,3,1766.04
85,60,2,2022-05-22 09:31:47,2,255.31
80,1,8,2022-05-22 14:29:13,1,2116.45
76,19,7,2022-05-22 08:48:26,1,2113.29
54,20,15,2022-05-22 13:46:55,1,2089.18
36,68,14,2022-05-22 18:15:50,4,1962.25
73,44,8,2022-05-22 08:51:41,5,1466.94
72,43,1,2022-05-22 20:16:30,2,1575.87
43,61,8,2022-05-22 13:39:58,1,1962.73
82,1,8,2022-05-22 09:42:13,2,2052.29
33,8,9,2022-05-22 10:21:44,1,2800.24
77,24,11,2022-05-22 16:46:50,1,1478.95
82,56,2,2022-05-22 09:56:09,3,1006.28
25,32,15,2022-05-22 19:14:14,2,423.2
68,21,10,2022-05-22 15:16:48,1,1260.69
50,10,11,2022-05-22 13:57:27,1,1875.69
75,1,5,2022-05-22 14:46:16,1,2274.7
32,25,1,2022-05-22 12:28:37,1,418.61
100,20,14,2022-05-22 11:38:00,1,2030.51
44,55,6,2022-05-22 12:06:02,2,757.65
66,50,6,2022-05-22 11:39:23,1,479.95
18,73,11,2022-05-22 15:28:38,2,1809.2
69,48,15,2022-05-22 15:42:30,2,644.15
78,57,1,2022-05-23 19:45:59,2,305.2
29,57,12,2022-05-23 11:15:43,3,332.35
12,25,1,2022-05-23 17:47:28,1,417.72
71,3,2,2022-05-23 08:20:49,1,2192.0
42,51,4,2022-05-23 19:59:29,1,443.79
31,19,10,2022-05-23 10:08:47,1,2053.86
63,42,1,2022-05-23 17:05:40,2,1625.55
57,28,6,2022-05-24 13:11:26,1,483.3
10,52,8,2022-05-24 11:36:47,1,482.27
43,9,15,2022-05-24 08:45:53,1,1789.51
5,73,1,2022-05-24 14:53:24,1,1609.32
1,58,8,2022-05-24 17:33:54,1,229.4
26,61,15,2022-05-24 18:31:39,2,1968.0
45,21,9,2022-05-24 10:13:42,2,1236.35
54,27,5,2022-05-24 15:13:05,1,600.13
52,11,7,2022-05-24 09:40:28,4,1914.35
93,43,13,2022-05-25 14:11:59,3,1626.31
97,54,6,2022-05-25 10:45:56,4,721.92
95,11,9,2022-05-25 14:39:38,1,1743.76
22,1,3,2022-05-25 20:21:56,4,2274.7
20,42,8,2022-05-25 19:17:00,2,1456.44
6,68,14,2022-05-25 10:07:56,2,1914.86
58,74,6,2022-05-25 20:25:52,1,1657.37
49,22,13,2022-05-25 18:34:45,1,1502.42
46,28,4,2022-05-25 11:24:52,5,471.74
47,3,9,2022-05-25 11:56:32,4,2012.79
63,71,1,2022-05-25 12:27:04,5,2286.72
8,19,10,2022-05-25 08:04:59,2,2039.24
8,67,2,2022-05-25 16:57:19,1,1791.24
42,65,11,2022-05-25 20:38:59,1,1619.84
95,27,4,2022-05-25 08:57:44,1,629.62
90,41,4,2022-05-25 16:18:54,5,1593.58
34,74,14,2022-05-25 17:39:08,1,1663.69
43,52,13,2022-05-26 13:31:32,1,501.4
97,67,9,2022-05-26 20:52:59,1,1958.02
55,69,3,2022-05-26 12:38:45,5,2217.75
69,4,9,2022-05-26 13:52:57,3,1930.94
84,10,12,2022-05-26 20:24:37,2,1910.9
88,21,15,2022-05-26 20:07:29,1,1212.97
68,64,2,2022-05-26 20:07:52,1,1988.39
95,16,10,2022-05-26 17:28:26,1,1631.06
17,43,1,2022-05-26 11:23:30,1,1500.87
43,51,7,2022-05-26 08:01:14,2,386.32
49,69,11,2022-05-26 14:49:31,2,2090.24
61,24,5,2022-05-26 19:43:43,3,1370.34
9,38,1,2022-05-26 18:53:56,3,332.63
22,36,8,2022-05-26 20:34:42,1,367.05
100,43,15,2022-05-27 14:28:29,1,1626.32
26,75,10,2022-05-27 11:52:24,2,1382.04
34,47,3,2022-05-27 10:30:57,3,659.51
5,5,3,2022-05-27 17:14:32,1,2301.98
1,61,1,2022-05-27 20:20:32,5,1986.58
84,68,4,2022-05-27 19:46:25,1,1864.81
75,66,1,2022-05-27 18:56:33,1,1218.03
71,63,14,2022-05-27 13:34:09,2,2107.26
70,60,14,2022-05-27 12:37:21,2,264.27
25,27,14,2022-05-27 11:08:04,4,616.94
26,15,14,2022-05-27 14:53:16,1,1470.92
66,59,1,2022-05-27 09:35:19,2,312.3
68,61,3,2022-05-27 20:17:53,1,2049.69
21,76,5,2022-05-28 13:20:59,2,1939.62
12,61,5,2022-05-28 13:42:45,4,2114.35
75,60,8,2022-05-28 16:23:29,1,267.86
91,4,15,2022-05-28 09:14:27,1,1747.36
6,34,4,2022-05-28 15:26:27,1,351.76
29,75,14,2022-05-28 16:09:46,2,1425.26
34,42,1,2022-05-28 19:05:43,2,1621.91
17,67,9,2022-05-28 14:24:42,1,1880.09
98,25,1,2022-05-28 15:30:16,1,422.7
95,17,9,2022-05-28 20:38:06,2,2031.59
8,58,15,2022-05-28 18:01:40,4,222.24
50,6,8,2022-05-28 08:08:08,3,2838.57
46,55,3,2022-05-28 20:49:41,5,795.21
81,68,4,2022-05-28 13:20:55,2,1876.33
15,42,15,2022-05-28 09:05:05,1,1455.97
31,58,8,2022-05-28 11:13:04,1,238.07
12,11,6,2022-05-29 15:37:37,5,1721.25
94,19,8,2022-05-29 16:06:01,1,2063.49
66,30,8,2022-05-29 18:22:11,1,322.51
62,32,15,2022-05-29 10:07:15,3,428.22
30,49,7,2022-05-29 13:18:42,1,466.47
11,3,13,2022-05-29 08:32:22,1,2083.86
15,40,14,2022-05-29 14:23:31,1,503.7
25,39,1,2022-05-29 14:34:36,2,449.59
91,42,3,2022-05-30 08:37:09,1,1606.43
33,6,15,2022-05-30 18:35:09,2,2518.33
81,19,12,2022-05-30 18:53:15,1,2056.0
99,16,13,2022-05-30 11:31:27,5,1531.98
46,49,2,2022-05-30 18:30:36,1,438.92
13,11,15,2022-05-30 12:24:21,1,1919.29
6,58,6,2022-05-30 18:21:58,1,239.35
37,11,12,2022-05-30 20:45:17,1,1810.7
97,72,9,2022-05-30 13:50:57,2,2418.56
14,51,11,2022-05-30 12:51:10,3,446.36
18,25,15,2022-05-30 17:34:00,1,420.8
15,36,2,2022-05-30 11:29:36,2,376.95
9,71,10,2022-05-30 14:11:11,3,2165.41
29,20,15,2022-05-30 15:24:58,1,2038.4
68,59,14,2022-05-31 16:36:03,3,318.17
81,28,3,2022-05-31 11:45:56,1,440.14
61,66,4,2022-05-31 19:55:51,1,1279.98
56,1,4,2022-05-31 18:05:17,1,2164.13
68,70,7,2022-05-31 17:49:50,1,2388.17
64,37,8,2022-05-31 19:48:38,1,421.08
39,76,13,2022-05-31 20:29:48,1,1913.42
46,1,3,2022-05-31 13:52:26,1,2274.7
83,1,9,2022-05-31 17:57:13,1,2035.12
67,76,6,2022-05-31 18:45:16,1,1901.12
99,38,9,2022-06-01 11:19:34,1,324.51
21,5,5,2022-06-01 12:08:41,4,2324.28
65,68,7,2022-06-01 16:48:17,1,1917.25
48,13,8,2022-06-01 09:38:44,1,1723.85
45,43,10,2022-06-01 15:25:08,1,1438.0
36,14,5,2022-06-01 17:01:14,1,1422.94
50,57,11,2022-06-01 15:27:47,1,306.25
34,18,12,2022-06-01 20:07:13,2,2133.08
24,56,13,2022-06-01 15:55:10,1,1067.98
84,9,9,2022-06-01 08:52:22,1,1732.75
99,33,5,2022-06-01 16:51:00,4,278.14
62,42,1,2022-06-02 16:57:32,2,1594.97
51,30,4,2022-06-02 12:25:26,1,349.48
30,4,11,2022-06-02 16:54:37,1,1835.25
59,30,12,2022-06-02 20:58:55,1,322.72
91,59,6,2022-06-02 11:46:03,3,310.82
61,55,15,2022-06-02 12:12:55,3,759.38
31,54,10,2022-06-02 18:03:06,3,732.21
60,2,4,2022-06-02 15:53:24,2,2009.75
64,6,9,2022-06-02 15:03:12,2,2821.39
54,53,11,2022-06-02 13:27:23,1,767.36
89,62,11,2022-06-02 16:26:27,1,1955.74
48,60,14,2022-06-02 16:07:01,1,248.61
58,47,5,2022-06-02 13:29:42,1,587.65
11,4,5,2022-06-02 16:17:39,5,1903.67
47,30,7,2022-06-02 20:02:59,1,349.83
65,43,1,2022-06-02 18:46:28,1,1467.38
51,34,7,2022-06-02 08:09:34,1,374.75
23,42,13,2022-06-02 15:43:53,1,1454.48
91,65,4,2022-06-02 15:00:46,1,1642.32
74,43,8,2022-06-02 19:35:05,1,1601.81
6,50,9,2022-06-03 20:19:53,2,430.06
22,18,12,2022-06-03 10:19:37,1,2028.41
3,70,12,2022-06-03 18:31:25,1,2347.1
46,63,4,2022-06-03 13:15:39,1,2113.02
22,15,14,2022-06-03 20:20:06,2,1396.31
24,22,6,2022-06-03 20:42:00,2,1476.89
51,32,11,2022-06-03 18:06:19,2,383.65
39,56,11,2022-06-03 20:54:45,1,987.54
93,18,6,2022-06-03 15:23:03,1,2023.95
26,23,8,2022-06-03 18:22:00,1,1260.57
25,20,9,2022-06-03 11:35:59,1,1904.34
3,70,5,2022-06-03 12:38:40,1,2426.5
9,58,6,2022-06-03 15:30:59,2,235.11
88,16,9,2022-06-04 08:50:51,2,1483.64
73,13,5,2022-06-04 14:33:03,1,1521.18
94,14,14,2022-06-04 09:17:54,1,1507.55
59,34,6,2022-06-04 19:22:45,1,362.1
84,4,12,2022-06-04 18:57:19,1,1984.11
91,55,13,2022-06-04 10:41:53,1,791.91
38,70,10,2022-06-04 20:20:54,2,2160.84
40,4,14,2022-06-04 18:57:05,5,1796.86
36,14,6,2022-06-04 14:00:31,3,1489.27
13,65,7,2022-06-04 14:16:13,5,1606.14
9,73,5,2022-06-04 19:55:54,2,1616.14
39,38,7,2022-06-04 15:39:21,1,319.27
40,33,11,2022-06-04 10:35:39,1,253.7
32,68,4,2022-06-04 13:57:39,1,1968.56
68,15,13,2022-06-04 20:51:33,1,1436.87
83,18,14,2022-06-04 19:52:26,3,2110.41
59,71,3,2022-06-04 20:22:54,1,2161.61
77,64,1,2022-06-05 16:16:22,2,1944.35
19,25,14,2022-06-05 14:07:15,1,399.5
50,61,13,2022-06-05 15:15:03,4,2193.22
20,71,9,2022-06-05 15:38:33,2,2163.24
29,69,5,2022-06-05 15:17:01,2,2028.54
96,49,11,2022-06-05 16:49:35,1,455.79
20,64,4,2022-06-05 15:13:06,3,2169.48
16,31,13,2022-06-05 17:13:33,1,437.58
58,41,12,2022-06-05 19:30:51,1,1510.8
88,70,1,2022-06-05 20:25:43,1,2403.45
52,70,12,2022-06-05 08:13:30,2,2386.81
33,6,10,2022-06-05 13:23:32,2,2744.25
16,6,9,2022-06-05 11:45:07,5,2821.91
3,62,10,2022-06-06 11:31:14,2,1843.52
29,73,2,2022-06-06 12:45:34,1,1788.24
59,76,1,2022-06-06 09:01:09,5,1942.46
7,47,2,2022-06-06 13:20:03,1,607.47
13,13,10,2022-06-06 09:08:58,1,1723.85
59,47,11,2022-06-06 20:00:07,2,601.76
25,27,4,2022-06-06 17:02:18,2,597.54
92,8,5,2022-06-06 20:31:51,1,2833.87
68,43,14,2022-06-06 13:16:06,1,1544.86
67,57,4,2022-06-06 14:59:53,3,291.5
22,13,2,2022-06-06 18:20:46,2,1637.45
19,52,9,2022-06-07 11:00:45,2,469.38
66,57,5,2022-06-07 13:39:51,1,320.74
2,32,5,2022-06-07 11:16:11,1,431.51
18,6,5,2022-06-07 08:57:38,3,2720.2
27,32,6,2022-06-07 12:09:56,2,397.9
58,38,14,2022-06-07 19:58:31,1,361.16
45,31,10,2022-06-07 19:11:11,2,389.33
21,50,15,2022-06-07 18:50:30,1,467.25
77,23,4,2022-06-07 11:10:40,2,1258.25
100,56,6,2022-06-07 15:07:02,1,1007.76
47,57,5,2022-06-08 15:13:52,1,308.91
90,22,4,2022-06-08 18:03:26,1,1474.51
42,7,8,2022-06-08 20:03:32,1,2822.81
97,15,8,2022-06-08 16:06:01,1,1579.72
60,17,8,2022-06-08 10:42:28,1,2158.29
16,39,12,2022-06-08 11:11:07,2,436.66
51,29,13,2022-06-08 09:46:03,3,391.74
51,37,1,2022-06-08 16:00:13,1,441.98
18,71,10,2022-06-08 20:11:39,2,2182.68
11,27,7,2022-06-08 09:37:45,1,611.44
40,9,5,2022-06-08 19:11:14,1,1808.37
70,55,4,2022-06-08 11:16:14,1,743.06
27,14,2,2022-06-08 08:39:59,1,1416.15
40,11,3,2022-06-08 08:57:01,1,1915.51
6,19,14,2022-06-08 19:59:52,1,2108.77
50,27,9,2022-06-08 10:52:22,1,632.78
29,12,11,2022-06-09 13:08:05,1,1882.21
63,50,1,2022-06-09 12:52:12,1,465.52
19,60,2,2022-06-09 17:43:55,2,260.33
44,60,2,2022-06-09 15:03:44,2,270.11
41,25,2,2022-06-09 15:16:24,1,412.84
21,7,7,2022-06-09 13:11:16,1,2723.32
34,34,3,2022-06-09 13:26:22,3,351.74
94,12,5,2022-06-09 11:48:35,1,1787.72
54,71,15,2022-06-09 13:31:00,3,2340.08
100,28,10,2022-06-09 09:19:28,1,451.44
31,45,11,2022-06-09 16:10:53,1,642.33
21,44,12,2022-06-10 15:46:23,4,1353.27
99,6,9,2022-06-10 16:20:49,3,2576.61
95,9,4,2022-06-10 14:17:17,2,1904.91
5,60,9,2022-06-10 18:55:23,1,250.78
63,34,8,2022-06-10 12:45:04,4,333.2
18,65,5,2022-06-10 08:57:05,2,1687.52
80,28,13,2022-06-10 12:58:48,3,455.73
48,27,2,2022-06-10 16:17:54,4,588.85
1,49,7,2022-06-10 13:40:11,2,451.72
11,22,8,2022-06-10 16:22:31,1,1349.05
58,51,15,2022-06-10 10:00:57,1,410.85
89,38,4,2022-06-10 20:34:45,1,356.65
80,19,4,2022-06-10 16:34:27,2,1909.37
70,69,15,2022-06-10 20:47:30,1,2110.8
17,33,3,2022-06-10 12:51:48,2,249.85
46,5,10,2022-06-11 16:36:47,1,2287.36
71,55,12,2022-06-11 13:58:14,1,804.05
61,54,10,2022-06-11 15:31:02,1,747.77
3,73,7,2022-06-11 14:04:27,3,1677.84
42,9,15,2022-06-11 17:10:04,1,1951.53
40,49,4,2022-06-11 10:58:03,1,475.35
27,72,5,2022-06-11 14:11:10,1,2184.55
99,26,3,2022-06-11 12:18:53,3,591.67
83,12,8,2022-06-11 14:33:04,1,1809.54
85,43,5,2022-06-11 14:27:24,2,1545.44
67,6,11,2022-06-12 09:20:18,2,2819.59
55,65,2,2022-06-12 14:01:33,1,1714.27
33,35,4,2022-06-12 13:00:30,4,313.14
3,41,4,2022-06-12 08:28:05,1,1556.48
70,55,3,2022-06-12 16:19:21,1,724.28
6,46,14,2022-06-12 10:29:36,2,609.71
56,9,15,2022-06-12 12:24:50,1,1738.64
15,10,10,2022-06-12 09:39:40,1,1788.5
45,19,1,2022-06-12 11:26:01,5,2195.32
15,73,1,2022-06-12 10:24:30,1,1723.98
85,38,4,2022-06-12 15:48:43,1,333.2
63,1,1,2022-06-12 12:56:32,1,1980.61
10,52,9,2022-06-12 11:50:23,1,458.29
69,71,6,2022-06-12 16:43:47,1,2334.3
44,16,11,2022-06-13 19:29:50,2,1705.45
2,66,10,2022-06-13 13:48:21,1,1353.75
47,29,4,2022-06-13 19:16:02,5,436.82
33,53,7,2022-06-13 09:39:30,1,709.24
46,6,10,2022-06-13 09:29:52,1,2835.01
69,22,9,2022-06-13 20:33:25,1,1331.8
47,43,11,2022-06-13 09:29:42,1,1638.84
98,76,7,2022-06-13 10:23:23,2,1783.47
61,59,2,2022-06-13 17:55:04,1,322.42
72,24,7,2022-06-13 15:57:26,1,1435.35
40,34,4,2022-06-13 10:54:15,2,334.02
41,56,3,2022-06-13 19:20:32,1,952.45
100,33,12,2022-06-13 17:22:04,1,260.27
9,12,10,2022-06-13 09:03:23,3,1769.81
38,25,4,2022-06-14 20:02:14,2,390.96
13,18,11,2022-06-14 08:57:47,2,1953.98
39,43,5,2022-06-14 14:06:02,1,1644.09
14,76,2,2022-06-14 09:07:46,1,2011.35
45,26,5,2022-06-14 08:38:35,1,532.99
22,8,10,2022-06-14 20:58:28,1,2975.57
82,1,15,2022-06-14 12:24:57,1,2183.58
15,14,11,2022-06-14 19:16:59,1,1429.0
51,56,1,2022-06-14 12:49:32,2,1050.56
2,45,11,2022-06-14 16:16:17,1,618.62
14,38,11,2022-06-14 20:39:14,1,363.74
50,53,7,2022-06-14 17:52:25,5,756.76
78,28,4,2022-06-14 11:25:28,1,433.58
65,24,12,2022-06-15 18:14:04,3,1389.23
62,66,5,2022-06-15 18:52:12,1,1362.94
74,58,7,2022-06-15 10:18:49,1,242.94
8,28,4,2022-06-15 20:45:44,1,425.36
26,37,6,2022-06-15 14:30:24,5,457.58
42,16,11,2022-06-15 16:55:25,1,1496.06
50,71,7,2022-06-15 08:32:00,2,2129.18
56,25,9,2022-06-15 17:18:02,1,423.12
62,55,9,2022-06-15 09:09:23,1,768.85
13,65,15,2022-06-15 13:22:22,1,1701.4
41,14,11,2022-06-15 08:27:00,1,1454.43
65,46,8,2022-06-15 08:42:45,1,645.05
50,13,6,2022-06-15 16:54:30,1,1723.85
95,45,11,2022-06-15 13:57:27,1,594.83
13,27,13,2022-06-15 17:36:58,1,584.29
5,72,4,2022-06-15 11:30:36,4,2404.29
84,26,8,2022-06-15 16:26:08,1,572.07
82,3,14,2022-06-16 10:36:11,4,2026.68
8,72,12,2022-06-16 13:19:06,1,2382.5
71,71,8,2022-06-16 14:20:48,1,2367.82
2,2,11,2022-06-16 17:04:19,1,1982.77
27,49,13,2022-06-16 14:00:46,1,491.67
93,26,13,2022-06-16 12:03:40,1,578.63
10,18,4,2022-06-16 09:45:43,1,2004.92
85,42,1,2022-06-16 10:25:11,1,1575.86
30,53,7,2022-06-16 18:57:02,2,765.52
45,38,1,2022-06-16 12:08:46,2,327.58
51,35,4,2022-06-16 11:09:43,1,344.44
56,23,6,2022-06-16 15:43:14,1,1192.71
46,24,9,2022-06-16 15:32:37,2,1361.34
3,29,1,2022-06-16 13:40:38,3,381.27
74,40,8,2022-06-16 19:40:24,1,484.53
30,18,10,2022-06-16 16:21:38,1,2165.92
44,28,10,2022-06-16 18:10:37,1,462.0
80,28,8,2022-06-17 14:48:24,3,483.59
