VentaSK,SK_Proveedor,SK_RangoDistancia,SK_EstadoPedido,SK_Almacen,Fecha_Envio,Fecha_Estimada,Fecha_Entrega_Real,Distancia_Km,Costo_Total,Costo_Por_Km,Tiempo_Entrega_Dias,Entregado_A_Tiempo
7866,3,1,3,2,2022-07-25,2022-07-29,2022-07-28,25.73,405.11,15.74,3,Si
7867,2,1,4,8,2022-07-23,2022-07-27,2022-07-29,10.15,263.48,25.96,6,No
7868,1,1,2,4,2022-07-25,2022-07-29,,29.87,349.22,11.69,0,Pendiente
7869,2,1,2,1,2022-07-24,2022-07-28,,45.97,496.31,10.8,0,Pendiente
7870,3,1,3,3,2022-07-24,2022-07-28,2022-07-28,41.4,514.8,12.43,4,Si
7871,1,1,3,11,2022-07-25,2022-07-29,2022-08-01,8.69,222.14,25.56,7,No
7872,2,1,3,8,2022-07-25,2022-07-29,2022-07-27,9.39,258.54,27.53,2,Si
7873,7,3,3,6,2022-07-24,2022-07-28,2022-07-31,1471.72,3543.44,2.41,7,No
7874,3,1,3,4,2022-07-24,2022-07-28,2022-07-31,36.87,483.09,13.1,7,No
7875,4,2,3,6,2022-07-26,2022-07-30,2022-08-01,281.73,1426.92,5.06,6,No
7876,3,1,3,11,2022-07-25,2022-07-29,2022-07-28,10.78,300.46,27.87,3,Si
7877,2,1,3,2,2022-07-26,2022-07-30,2022-07-27,45.52,493.38,10.84,1,Si
7878,2,1,3,14,2022-07-25,2022-07-29,2022-07-27,45.93,496.05,10.8,2,Si
7879,1,1,3,1,2022-07-24,2022-07-28,2022-07-28,18.08,278.48,15.4,4,Si
7880,1,1,4,6,2022-07-24,2022-07-28,2022-07-29,49.11,464.66,9.46,5,No
7881,3,1,4,11,2022-07-25,2022-07-29,2022-07-26,35.1,470.7,13.41,1,Si
7882,5,2,3,10,2022-07-26,2022-07-30,2022-08-02,190.24,1181.08,6.21,7,No
7883,7,3,3,7,2022-07-26,2022-07-30,2022-07-31,1324.85,3249.7,2.45,5,No
7884,2,1,4,12,2022-07-26,2022-07-30,2022-07-31,6.41,239.16,37.31,5,No
7885,3,1,3,2,2022-07-26,2022-07-30,2022-07-27,16.65,341.55,20.51,1,Si
7886,2,1,3,10,2022-07-25,2022-07-29,2022-07-28,46.01,496.56,10.79,3,Si
7887,2,1,3,14,2022-07-26,2022-07-30,2022-08-02,25.35,362.27,14.29,7,No
7888,3,1,2,1,2022-07-24,2022-07-28,,28.43,424.01,14.91,0,Pendiente
7889,1,1,3,11,2022-07-26,2022-07-30,2022-07-27,13.87,253.22,18.26,1,Si
7890,6,2,2,3,2022-07-26,2022-07-30,,282.02,1760.1,6.24,0,Pendiente
7891,2,1,3,15,2022-07-25,2022-07-29,2022-07-31,37.3,439.95,11.79,6,No
7892,1,1,3,1,2022-07-26,2022-07-30,2022-07-30,34.07,374.42,10.99,4,Si
7893,4,2,3,4,2022-07-26,2022-07-30,2022-07-28,266.88,1367.52,5.12,2,Si
7894,3,1,3,5,2022-07-27,2022-07-31,2022-08-03,18.11,351.77,19.42,7,No
7895,2,1,3,6,2022-07-26,2022-07-30,2022-07-29,12.53,278.94,22.26,3,Si
7896,3,1,3,14,2022-07-27,2022-07-31,2022-08-01,31.41,444.87,14.16,5,No
7897,5,2,3,15,2022-07-25,2022-07-29,2022-08-01,54.55,570.48,10.46,7,No
7898,4,2,3,8,2022-07-27,2022-07-31,2022-07-29,261.67,1346.68,5.15,2,Si
7899,4,2,3,6,2022-07-26,2022-07-30,2022-07-27,172.86,991.44,5.74,1,Si
7900,3,1,3,6,2022-07-27,2022-07-31,2022-07-31,17.27,345.89,20.03,4,Si
7901,3,1,3,3,2022-07-25,2022-07-29,2022-07-29,48.23,562.61,11.67,4,Si
7902,1,1,3,7,2022-07-26,2022-07-30,2022-07-28,34.29,375.74,10.96,2,Si
7903,2,1,3,9,2022-07-27,2022-07-31,2022-07-28,9.22,257.43,27.92,1,Si
7904,3,1,3,9,2022-07-25,2022-07-29,2022-07-31,40.1,505.7,12.61,6,No
7905,3,1,3,15,2022-07-25,2022-07-29,2022-08-01,32.51,452.57,13.92,7,No
7906,3,1,3,13,2022-07-26,2022-07-30,2022-08-02,24.2,394.4,16.3,7,No
7907,1,1,3,6,2022-07-25,2022-07-29,2022-07-30,16.89,271.34,16.07,5,No
7908,4,2,2,1,2022-07-28,2022-08-01,,233.86,1235.44,5.28,0,Pendiente
7909,2,1,3,1,2022-07-27,2022-07-31,2022-08-03,38.56,448.14,11.62,7,No
7910,2,1,3,6,2022-07-28,2022-08-01,2022-07-30,19.92,326.98,16.41,2,Si
7911,3,1,3,4,2022-07-28,2022-08-01,2022-08-03,8.78,286.46,32.63,6,No
7912,1,1,3,1,2022-07-26,2022-07-30,2022-08-02,44.12,434.72,9.85,7,No
7913,1,1,3,1,2022-07-27,2022-07-31,2022-08-02,24.2,315.2,13.02,6,No
7914,3,1,3,6,2022-07-28,2022-08-01,2022-08-04,30.19,436.33,14.45,7,No
7915,4,2,3,1,2022-07-28,2022-08-01,2022-07-31,99.94,699.76,7.0,3,Si
7916,1,1,3,3,2022-07-27,2022-07-31,2022-07-28,33.91,373.46,11.01,1,Si
7917,3,1,3,9,2022-07-28,2022-08-01,2022-07-29,32.08,449.56,14.01,1,Si
7918,2,1,3,4,2022-07-27,2022-07-31,2022-08-03,20.66,331.79,16.06,7,No
7919,1,1,3,15,2022-07-27,2022-07-31,2022-08-01,19.43,286.58,14.75,5,No
7920,1,1,3,1,2022-07-27,2022-07-31,2022-08-03,36.33,387.98,10.68,7,No
7921,5,2,3,1,2022-07-27,2022-07-31,2022-08-02,290.87,1633.91,5.62,6,No
7922,3,1,3,2,2022-07-26,2022-07-30,2022-08-01,42.49,522.43,12.3,6,No
7923,1,1,4,14,2022-07-28,2022-08-01,2022-08-03,29.6,347.6,11.74,6,No
7924,3,1,3,15,2022-07-26,2022-07-30,2022-08-01,28.59,425.13,14.87,6,No
7925,3,1,3,15,2022-07-27,2022-07-31,2022-07-28,49.7,572.9,11.53,1,Si
7926,2,1,1,6,2022-07-28,2022-08-01,,49.11,516.71,10.52,0,Pendiente
7927,1,1,3,15,2022-07-27,2022-07-31,2022-07-31,43.1,428.6,9.94,4,Si
7928,1,1,3,5,2022-07-28,2022-08-01,2022-07-29,39.52,407.12,10.3,1,Si
7929,2,1,2,12,2022-07-28,2022-08-01,,36.32,433.58,11.94,0,Pendiente
7930,2,1,3,1,2022-07-27,2022-07-31,2022-07-29,34.01,418.56,12.31,2,Si
7931,1,1,3,5,2022-07-29,2022-08-02,2022-07-30,27.27,333.62,12.23,1,Si
7932,2,1,3,4,2022-07-29,2022-08-02,2022-08-01,8.72,254.18,29.15,3,Si
7933,2,1,3,4,2022-07-28,2022-08-01,2022-07-29,9.16,257.04,28.06,1,Si
7934,2,1,3,8,2022-07-28,2022-08-01,2022-08-01,10.63,266.6,25.08,4,Si
7935,2,1,4,6,2022-07-28,2022-08-01,2022-08-02,48.84,514.96,10.54,5,No
7936,3,1,3,6,2022-07-28,2022-08-01,2022-08-03,13.09,316.63,24.19,6,No
7937,1,1,1,14,2022-07-28,2022-08-01,,44.98,439.88,9.78,0,Pendiente
7938,2,1,3,15,2022-07-27,2022-07-31,2022-07-28,30.53,395.94,12.97,1,Si
7939,1,1,3,12,2022-07-28,2022-08-01,2022-08-02,15.9,265.4,16.69,5,No
7940,6,2,3,9,2022-07-29,2022-08-02,2022-08-04,116.98,934.9,7.99,6,No
7941,6,2,3,6,2022-07-27,2022-07-31,2022-07-28,276.49,1732.45,6.27,1,Si
7942,2,1,1,4,2022-07-30,2022-08-03,,26.27,368.25,14.02,0,Pendiente
7943,3,1,3,6,2022-07-30,2022-08-03,2022-08-04,20.69,369.83,17.87,5,No
7944,1,1,3,4,2022-07-28,2022-08-01,2022-07-31,24.38,316.28,12.97,3,Si
7945,3,1,3,8,2022-07-29,2022-08-02,2022-08-01,36.72,482.04,13.13,3,Si
7946,2,1,3,15,2022-07-29,2022-08-02,2022-08-04,26.35,368.77,14.0,6,No
7947,2,1,3,10,2022-07-28,2022-08-01,2022-08-01,9.41,258.67,27.49,4,Si
7948,3,1,3,4,2022-07-30,2022-08-03,2022-08-06,32.82,454.74,13.86,7,No
7949,2,1,3,6,2022-07-28,2022-08-01,2022-08-02,11.28,270.82,24.01,5,No
7950,5,2,3,4,2022-07-29,2022-08-02,2022-07-31,282.92,1598.14,5.65,2,Si
7951,1,1,3,1,2022-07-28,2022-08-01,2022-08-02,8.08,218.48,27.04,5,No
7952,1,1,3,6,2022-07-30,2022-08-03,2022-08-04,42.04,422.24,10.04,5,No
7953,2,1,3,2,2022-07-29,2022-08-02,2022-08-03,17.85,313.52,17.56,5,No
7954,2,1,3,4,2022-07-29,2022-08-02,2022-07-31,11.56,272.64,23.58,2,Si
7955,2,1,3,9,2022-07-30,2022-08-03,2022-07-31,20.77,332.5,16.01,1,Si
7956,2,1,3,15,2022-07-29,2022-08-02,2022-08-03,35.31,427.01,12.09,5,No
7957,8,3,3,11,2022-07-30,2022-08-03,2022-08-05,896.49,2671.93,2.98,6,No
7958,3,1,3,14,2022-07-29,2022-08-02,2022-08-03,37.87,490.09,12.94,5,No
7959,3,1,3,14,2022-07-31,2022-08-04,2022-08-04,8.64,285.48,33.04,4,Si
7960,1,1,3,4,2022-07-29,2022-08-02,2022-07-31,21.23,297.38,14.01,2,Si
7961,3,1,3,15,2022-07-30,2022-08-03,2022-08-05,17.74,349.18,19.68,6,No
7962,2,1,4,7,2022-07-29,2022-08-02,2022-08-01,45.08,490.52,10.88,3,Si
7963,2,1,3,6,2022-07-29,2022-08-02,2022-08-05,29.37,388.4,13.22,7,No
7964,3,1,3,13,2022-07-31,2022-08-04,2022-08-01,31.48,445.36,14.15,1,Si
7965,5,2,3,2,2022-07-30,2022-08-03,2022-08-04,70.21,640.94,9.13,5,No
7966,1,1,3,7,2022-07-31,2022-08-04,2022-08-04,31.08,356.48,11.47,4,Si
7967,3,1,3,14,2022-07-29,2022-08-02,2022-08-04,49.37,570.59,11.56,6,No
7968,3,1,3,2,2022-08-01,2022-08-05,2022-08-04,43.45,529.15,12.18,3,Si
7969,2,1,3,1,2022-07-30,2022-08-03,2022-08-05,20.47,330.56,16.15,6,No
7970,6,2,3,1,2022-07-30,2022-08-03,2022-08-01,209.49,1397.45,6.67,2,Si
7971,2,1,3,8,2022-07-31,2022-08-04,2022-08-02,43.76,481.94,11.01,2,Si
7972,1,1,3,6,2022-08-01,2022-08-05,2022-08-07,41.87,421.22,10.06,6,No
7973,6,2,3,2,2022-07-31,2022-08-04,2022-08-05,131.89,1009.45,7.65,5,No
7974,3,1,3,6,2022-08-01,2022-08-05,2022-08-08,38.33,493.31,12.87,7,No
7975,4,2,1,11,2022-07-30,2022-08-03,,197.77,1091.08,5.52,0,Pendiente
7976,2,1,3,11,2022-07-30,2022-08-03,2022-08-03,6.59,240.34,36.47,4,Si
7977,2,1,3,13,2022-07-31,2022-08-04,2022-08-04,35.38,427.47,12.08,4,Si
7978,1,1,3,9,2022-08-01,2022-08-05,2022-08-08,47.33,453.98,9.59,7,No
7979,6,2,3,14,2022-08-01,2022-08-05,2022-08-05,145.56,1077.8,7.4,4,Si
7980,3,1,2,2,2022-08-02,2022-08-06,,20.65,369.55,17.9,0,Pendiente
7981,2,1,3,8,2022-07-31,2022-08-04,2022-08-07,22.51,343.81,15.27,7,No
7982,3,1,3,6,2022-08-02,2022-08-06,2022-08-03,30.12,435.84,14.47,1,Si
7983,4,2,3,4,2022-07-31,2022-08-04,2022-08-05,106.48,725.92,6.82,5,No
7984,1,1,3,4,2022-08-01,2022-08-05,2022-08-05,11.24,237.44,21.12,4,Si
7985,6,2,3,4,2022-08-02,2022-08-06,2022-08-06,187.44,1287.2,6.87,4,Si
7986,1,1,3,3,2022-08-01,2022-08-05,2022-08-04,42.26,423.56,10.02,3,Si
7987,1,1,3,15,2022-08-02,2022-08-06,2022-08-08,27.31,333.86,12.22,6,No
7988,1,1,3,6,2022-08-02,2022-08-06,2022-08-07,35.99,385.94,10.72,5,No
7989,2,1,3,11,2022-08-02,2022-08-06,2022-08-09,26.27,368.25,14.02,7,No
7990,3,1,3,2,2022-08-03,2022-08-07,2022-08-10,5.75,265.25,46.13,7,No
7991,1,1,1,6,2022-08-03,2022-08-07,,37.07,392.42,10.59,0,Pendiente
7992,3,1,3,8,2022-08-01,2022-08-05,2022-08-08,19.6,362.2,18.48,7,No
7993,1,1,3,9,2022-08-01,2022-08-05,2022-08-08,33.94,373.64,11.01,7,No
7994,2,1,3,12,2022-08-01,2022-08-05,2022-08-04,28.33,381.64,13.47,3,Si
7995,4,2,3,2,2022-08-01,2022-08-05,2022-08-07,196.66,1086.64,5.53,6,No
7996,6,2,3,8,2022-08-03,2022-08-07,2022-08-08,272.01,1710.05,6.29,5,No
7997,3,1,3,6,2022-08-02,2022-08-06,2022-08-04,30.57,438.99,14.36,2,Si
7998,3,1,3,4,2022-08-02,2022-08-06,2022-08-04,47.31,556.17,11.76,2,Si
7999,3,1,3,3,2022-08-03,2022-08-07,2022-08-04,38.43,494.01,12.85,1,Si
8000,1,1,3,6,2022-08-01,2022-08-05,2022-08-07,34.94,379.64,10.87,6,No
8001,3,1,3,4,2022-08-02,2022-08-06,2022-08-08,28.81,426.67,14.81,6,No
8002,3,1,3,2,2022-08-02,2022-08-06,2022-08-09,42.06,519.42,12.35,7,No
8003,2,1,3,13,2022-08-04,2022-08-08,2022-08-06,8.48,252.62,29.79,2,Si
8004,3,1,3,14,2022-08-03,2022-08-07,2022-08-08,8.76,286.32,32.68,5,No
8005,1,1,3,9,2022-08-03,2022-08-07,2022-08-10,30.54,353.24,11.57,7,No
8006,6,2,3,4,2022-08-04,2022-08-08,2022-08-05,239.86,1549.3,6.46,1,Si
8007,8,3,3,4,2022-08-04,2022-08-08,2022-08-09,1371.83,3765.21,2.74,5,No
8008,3,1,3,1,2022-08-03,2022-08-07,2022-08-07,20.75,370.25,17.84,4,Si
8009,6,2,4,5,2022-08-02,2022-08-06,2022-08-06,74.19,720.95,9.72,4,Si
8010,3,1,1,8,2022-08-04,2022-08-08,,32.4,451.8,13.94,0,Pendiente
8011,3,1,4,2,2022-08-03,2022-08-07,2022-08-08,44.18,534.26,12.09,5,No
8012,1,1,1,13,2022-08-03,2022-08-07,,5.43,202.58,37.31,0,Pendiente
8013,1,1,3,9,2022-08-02,2022-08-06,2022-08-07,22.3,303.8,13.62,5,No
8014,1,1,3,1,2022-08-03,2022-08-07,2022-08-10,48.86,463.16,9.48,7,No
8015,2,1,3,4,2022-08-03,2022-08-07,2022-08-05,38.13,445.35,11.68,2,Si
8016,2,1,3,8,2022-08-03,2022-08-07,2022-08-10,18.25,316.12,17.32,7,No
8017,4,2,3,3,2022-08-04,2022-08-08,2022-08-06,278.92,1415.68,5.08,2,Si
8018,2,1,3,8,2022-08-03,2022-08-07,2022-08-05,45.21,491.37,10.87,2,Si
8019,7,3,3,14,2022-08-03,2022-08-07,2022-08-08,332.34,1264.68,3.81,5,No
8020,3,1,3,15,2022-08-04,2022-08-08,2022-08-09,9.95,294.65,29.61,5,No
8021,2,1,1,9,2022-08-05,2022-08-09,,33.41,414.66,12.41,0,Pendiente
8022,3,1,3,8,2022-08-03,2022-08-07,2022-08-08,13.57,319.99,23.58,5,No
8023,3,1,3,11,2022-08-03,2022-08-07,2022-08-07,7.27,275.89,37.95,4,Si
8024,1,1,3,7,2022-08-03,2022-08-07,2022-08-10,27.94,337.64,12.08,7,No
8025,2,1,3,14,2022-08-04,2022-08-08,2022-08-09,21.75,338.88,15.58,5,No
8026,1,1,3,5,2022-08-06,2022-08-10,2022-08-11,9.2,225.2,24.48,5,No
8027,2,1,3,4,2022-08-04,2022-08-08,2022-08-05,13.87,287.65,20.74,1,Si
8028,2,1,3,1,2022-08-04,2022-08-08,2022-08-08,35.49,428.19,12.07,4,Si
8029,2,1,3,8,2022-08-05,2022-08-09,2022-08-10,20.46,330.49,16.15,5,No
8030,3,1,2,15,2022-08-06,2022-08-10,,11.75,307.25,26.15,0,Pendiente
8031,2,1,3,8,2022-08-06,2022-08-10,2022-08-10,37.31,440.01,11.79,4,Si
8032,1,1,3,15,2022-08-06,2022-08-10,2022-08-10,37.51,395.06,10.53,4,Si
8033,3,1,3,15,2022-08-04,2022-08-08,2022-08-11,45.18,541.26,11.98,7,No
8034,3,1,3,12,2022-08-06,2022-08-10,2022-08-12,19.55,361.85,18.51,6,No
8035,3,1,3,6,2022-08-06,2022-08-10,2022-08-09,5.31,262.17,49.37,3,Si
8036,4,2,3,2,2022-08-05,2022-08-09,2022-08-09,258.28,1333.12,5.16,4,Si
8037,1,1,3,4,2022-08-04,2022-08-08,2022-08-10,39.26,405.56,10.33,6,No
8038,2,1,3,3,2022-08-04,2022-08-08,2022-08-10,13.92,287.98,20.69,6,No
8039,1,1,3,6,2022-08-04,2022-08-08,2022-08-08,16.99,271.94,16.01,4,Si
8040,2,1,3,14,2022-08-06,2022-08-10,2022-08-09,27.92,378.98,13.57,3,Si
8041,4,2,3,4,2022-08-05,2022-08-09,2022-08-06,89.53,658.12,7.35,1,Si
8042,8,3,4,13,2022-08-04,2022-08-08,2022-08-10,648.49,2101.53,3.24,6,No
8043,1,1,3,2,2022-08-07,2022-08-11,2022-08-09,8.19,219.14,26.76,2,Si
8044,5,2,3,4,2022-08-06,2022-08-10,2022-08-13,233.23,1374.53,5.89,7,No
8045,3,1,4,4,2022-08-06,2022-08-10,2022-08-09,15.73,335.11,21.3,3,Si
8046,2,1,1,6,2022-08-07,2022-08-11,,28.31,381.51,13.48,0,Pendiente
8047,1,1,1,13,2022-08-05,2022-08-09,,7.72,216.32,28.02,0,Pendiente
8048,3,1,3,2,2022-08-07,2022-08-11,2022-08-12,21.32,374.24,17.55,5,No
8049,2,1,4,15,2022-08-07,2022-08-11,2022-08-08,45.6,493.9,10.83,1,Si
8050,3,1,4,9,2022-08-07,2022-08-11,2022-08-09,39.12,498.84,12.75,2,Si
8051,5,2,3,3,2022-08-05,2022-08-09,2022-08-12,216.19,1297.86,6.0,7,No
8052,3,1,2,4,2022-08-07,2022-08-11,,40.53,508.71,12.55,0,Pendiente
8053,2,1,2,6,2022-08-05,2022-08-09,,42.37,472.9,11.16,0,Pendiente
8054,2,1,3,1,2022-08-06,2022-08-10,2022-08-13,9.3,257.95,27.74,7,No
8055,2,1,3,4,2022-08-07,2022-08-11,2022-08-14,10.38,264.97,25.53,7,No
8056,4,2,1,6,2022-08-05,2022-08-09,,62.5,550.0,8.8,0,Pendiente
8057,3,1,3,14,2022-08-07,2022-08-11,2022-08-08,18.26,352.82,19.32,1,Si
8058,3,1,3,3,2022-08-08,2022-08-12,2022-08-11,48.94,567.58,11.6,3,Si
8059,5,2,3,1,2022-08-08,2022-08-12,2022-08-09,122.97,878.37,7.14,1,Si
8060,8,3,3,14,2022-08-06,2022-08-10,2022-08-08,1479.38,4012.57,2.71,2,Si
8061,2,1,3,4,2022-08-06,2022-08-10,2022-08-07,38.75,449.38,11.6,1,Si
8062,2,1,3,6,2022-08-06,2022-08-10,2022-08-10,20.05,327.82,16.35,4,Si
8063,2,1,3,8,2022-08-07,2022-08-11,2022-08-10,19.54,324.51,16.61,3,Si
8064,1,1,3,1,2022-08-07,2022-08-11,2022-08-13,48.69,462.14,9.49,6,No
8065,2,1,3,6,2022-08-08,2022-08-12,2022-08-09,39.81,456.26,11.46,1,Si
8066,2,1,3,3,2022-08-07,2022-08-11,2022-08-13,43.57,480.71,11.03,6,No
8067,1,1,3,8,2022-08-07,2022-08-11,2022-08-08,45.85,445.1,9.71,1,Si
8068,3,1,4,3,2022-08-07,2022-08-11,2022-08-08,30.09,435.63,14.48,1,Si
8069,1,1,4,3,2022-08-08,2022-08-12,2022-08-12,23.27,309.62,13.31,4,Si
8070,1,1,3,2,2022-08-08,2022-08-12,2022-08-14,9.22,225.32,24.44,6,No
8071,2,1,3,4,2022-08-07,2022-08-11,2022-08-13,12.58,279.27,22.2,6,No
8072,1,1,1,12,2022-08-07,2022-08-11,,13.36,250.16,18.72,0,Pendiente
8073,3,1,3,15,2022-08-09,2022-08-13,2022-08-12,41.84,517.88,12.38,3,Si
8074,5,2,3,1,2022-08-09,2022-08-13,2022-08-10,109.34,817.03,7.47,1,Si
8075,2,1,3,12,2022-08-09,2022-08-13,2022-08-11,11.13,269.85,24.25,2,Si
8076,1,1,3,6,2022-08-08,2022-08-12,2022-08-13,49.59,467.54,9.43,5,No
8077,2,1,3,5,2022-08-07,2022-08-11,2022-08-11,40.29,459.38,11.4,4,Si
8078,2,1,2,6,2022-08-08,2022-08-12,,16.15,302.48,18.73,0,Pendiente
8079,2,1,3,15,2022-08-09,2022-08-13,2022-08-13,12.01,275.56,22.94,4,Si
8080,1,1,3,11,2022-08-08,2022-08-12,2022-08-12,23.7,312.2,13.17,4,Si
8081,6,2,3,5,2022-08-08,2022-08-12,2022-08-12,224.89,1474.45,6.56,4,Si
8082,1,1,3,3,2022-08-07,2022-08-11,2022-08-09,10.06,230.36,22.9,2,Si
8083,1,1,3,12,2022-08-08,2022-08-12,2022-08-14,44.53,437.18,9.82,6,No
8084,3,1,3,6,2022-08-09,2022-08-13,2022-08-13,31.17,443.19,14.22,4,Si
8085,5,2,3,4,2022-08-08,2022-08-12,2022-08-13,293.06,1643.77,5.61,5,No
8086,2,1,3,14,2022-08-08,2022-08-12,2022-08-13,33.87,417.65,12.33,5,No
8087,8,3,3,7,2022-08-09,2022-08-13,2022-08-15,880.49,2635.13,2.99,6,No
8088,8,3,3,15,2022-08-07,2022-08-11,2022-08-08,1083.94,3103.06,2.86,1,Si
8089,1,1,4,9,2022-08-08,2022-08-12,2022-08-15,33.79,372.74,11.03,7,No
8090,3,1,3,14,2022-08-10,2022-08-14,2022-08-17,29.28,429.96,14.68,7,No
8091,2,1,2,6,2022-08-10,2022-08-14,,37.44,440.86,11.78,0,Pendiente
8092,1,1,3,1,2022-08-09,2022-08-13,2022-08-14,8.93,223.58,25.04,5,No
8093,2,1,3,1,2022-08-08,2022-08-12,2022-08-09,7.54,246.51,32.69,1,Si
8094,7,3,3,3,2022-08-10,2022-08-14,2022-08-15,1133.14,2866.28,2.53,5,No
8095,3,1,3,13,2022-08-10,2022-08-14,2022-08-15,24.77,398.39,16.08,5,No
8096,3,1,3,11,2022-08-10,2022-08-14,2022-08-14,19.46,361.22,18.56,4,Si
8097,1,1,3,7,2022-08-11,2022-08-15,2022-08-18,17.74,276.44,15.58,7,No
8098,3,1,3,4,2022-08-10,2022-08-14,2022-08-12,30.54,438.78,14.37,2,Si
8099,1,1,1,2,2022-08-11,2022-08-15,,10.85,235.1,21.67,0,Pendiente
8100,2,1,3,6,2022-08-11,2022-08-15,2022-08-13,32.41,408.16,12.59,2,Si
8101,1,1,3,5,2022-08-09,2022-08-13,2022-08-16,31.71,360.26,11.36,7,No
8102,3,1,3,6,2022-08-10,2022-08-14,2022-08-14,17.33,346.31,19.98,4,Si
8103,2,1,3,2,2022-08-10,2022-08-14,2022-08-12,28.74,384.31,13.37,2,Si
8104,2,1,3,4,2022-08-11,2022-08-15,2022-08-16,41.67,468.36,11.24,5,No
8105,5,2,3,3,2022-08-11,2022-08-15,2022-08-15,227.89,1350.5,5.93,4,Si
8106,1,1,3,14,2022-08-10,2022-08-14,2022-08-15,18.34,280.04,15.27,5,No
8107,3,1,3,15,2022-08-10,2022-08-14,2022-08-12,14.18,324.26,22.87,2,Si
8108,1,1,3,14,2022-08-11,2022-08-15,2022-08-15,29.11,344.66,11.84,4,Si
8109,1,1,3,1,2022-08-10,2022-08-14,2022-08-12,13.39,250.34,18.7,2,Si
8110,2,1,3,10,2022-08-12,2022-08-16,2022-08-14,10.13,263.35,26.0,2,Si
8111,1,1,4,12,2022-08-11,2022-08-15,2022-08-18,48.86,463.16,9.48,7,No
8112,3,1,3,1,2022-08-10,2022-08-14,2022-08-16,38.97,497.79,12.77,6,No
8113,1,1,3,15,2022-08-10,2022-08-14,2022-08-16,24.69,318.14,12.89,6,No
8114,5,2,3,14,2022-08-10,2022-08-14,2022-08-11,270.63,1542.84,5.7,1,Si
8115,2,1,3,1,2022-08-10,2022-08-14,2022-08-12,15.4,297.6,19.32,2,Si
8116,1,1,3,9,2022-08-11,2022-08-15,2022-08-13,20.05,290.3,14.48,2,Si
8117,1,1,3,6,2022-08-11,2022-08-15,2022-08-17,15.03,260.18,17.31,6,No
8118,1,1,3,7,2022-08-11,2022-08-15,2022-08-13,27.66,335.96,12.15,2,Si
8119,1,1,1,12,2022-08-10,2022-08-14,,36.55,389.3,10.65,0,Pendiente
8120,5,2,3,15,2022-08-11,2022-08-15,2022-08-12,141.33,960.99,6.8,1,Si
8121,4,2,3,9,2022-08-10,2022-08-14,2022-08-14,284.25,1437.0,5.06,4,Si
8122,3,1,3,14,2022-08-11,2022-08-15,2022-08-15,20.51,368.57,17.97,4,Si
8123,2,1,3,15,2022-08-10,2022-08-14,2022-08-12,10.06,262.89,26.13,2,Si
8124,3,1,3,3,2022-08-11,2022-08-15,2022-08-12,15.11,330.77,21.89,1,Si
8125,1,1,3,6,2022-08-11,2022-08-15,2022-08-12,44.71,438.26,9.8,1,Si
8126,1,1,2,3,2022-08-12,2022-08-16,,46.54,449.24,9.65,0,Pendiente
8127,2,1,2,15,2022-08-10,2022-08-14,,32.73,410.25,12.53,0,Pendiente
8128,1,1,3,14,2022-08-10,2022-08-14,2022-08-12,15.8,264.8,16.76,2,Si
8129,5,2,3,8,2022-08-11,2022-08-15,2022-08-15,67.99,630.95,9.28,4,Si
8130,1,1,3,2,2022-08-12,2022-08-16,2022-08-14,11.38,238.28,20.94,2,Si
8131,3,1,3,1,2022-08-13,2022-08-17,2022-08-17,23.16,387.12,16.72,4,Si
8132,1,1,3,8,2022-08-12,2022-08-16,2022-08-16,32.28,363.68,11.27,4,Si
8133,1,1,3,2,2022-08-11,2022-08-15,2022-08-15,33.32,369.92,11.1,4,Si
8134,3,1,2,8,2022-08-13,2022-08-17,,32.58,453.06,13.91,0,Pendiente
8135,3,1,3,13,2022-08-12,2022-08-16,2022-08-19,29.93,434.51,14.52,7,No
8136,2,1,3,6,2022-08-13,2022-08-17,2022-08-17,38.23,446.0,11.67,4,Si
8137,1,1,3,4,2022-08-12,2022-08-16,2022-08-16,41.67,420.02,10.08,4,Si
8138,3,1,3,7,2022-08-12,2022-08-16,2022-08-15,46.33,549.31,11.86,3,Si
8139,1,1,1,10,2022-08-12,2022-08-16,,17.0,272.0,16.0,0,Pendiente
8140,3,1,3,8,2022-08-12,2022-08-16,2022-08-13,42.68,523.76,12.27,1,Si
8141,5,2,3,4,2022-08-12,2022-08-16,2022-08-19,188.47,1173.12,6.22,7,No
8142,4,2,3,6,2022-08-11,2022-08-15,2022-08-18,127.03,808.12,6.36,7,No
8143,6,2,3,6,2022-08-13,2022-08-17,2022-08-16,52.87,614.35,11.62,3,Si
8144,3,1,3,1,2022-08-12,2022-08-16,2022-08-14,12.72,314.04,24.69,2,Si
8145,1,1,4,7,2022-08-12,2022-08-16,2022-08-18,10.38,232.28,22.38,6,No
8146,6,2,2,4,2022-08-12,2022-08-16,,63.26,666.3,10.53,0,Pendiente
8147,3,1,3,13,2022-08-12,2022-08-16,2022-08-16,7.2,275.4,38.25,4,Si
8148,2,1,3,6,2022-08-13,2022-08-17,2022-08-17,34.35,420.77,12.25,4,Si
8149,1,1,3,3,2022-08-14,2022-08-18,2022-08-19,40.85,415.1,10.16,5,No
8150,4,2,3,6,2022-08-13,2022-08-17,2022-08-14,189.15,1056.6,5.59,1,Si
8151,1,1,3,2,2022-08-12,2022-08-16,2022-08-15,36.29,387.74,10.68,3,Si
